ticket_id,short_description,description,category,assignment_group,resolution
INC1025677,VPN Client account locked out,James Phillips account is locked out after multiple failed login attempts to VPN Client. Request submitted on 2026-07-28 with approval workflow initiated.,Access Management,Service Desk,Verified user identity and unlocked the account for VPN Client; advised user to reset password via self-service portal. Estimated resolution time: 3 business days.
INC1025678,FinanceDB password reset,Karla Torres is unable to log in and has requested a password reset for FinanceDB. Request submitted on 2025-04-26 with approval workflow initiated.,Access Management,Service Desk,Reset password for FinanceDB account and sent temporary credentials securely to the user; user confirmed successful login. Estimated resolution time: next business day.
INC1025679,Data loss prevention alert - confirmed,Security team confirmed a genuine data loss prevention alert involving Ryan's account from IP 172.27.99.7. Reported/detected on 2026-01-31.,Security,Security Operations,"Contained the data loss prevention alert by disabling the affected account temporarily, forcing a password reset, and enabling MFA; account restored after verification. Incident closed after confirming no further malicious activity. Time to resolve: 3 business days."
INC1025680,Email issue: mailbox full,Leon reported that they are receiving a mailbox quota exceeded warning and cannot receive new emails. First noticed on 2024-09-17.,Email,Email Administration,Increased mailbox quota and assisted user in archiving older emails to a PST file; mailbox now within limits. Confirmed with Leon that the issue is resolved. Time to resolve: 2 hours.
INC1025681,OneDrive is running very slowly,Patricia reported that OneDrive on Windows 10 takes several minutes to load and respond to user input. This is impacting their ability to complete daily tasks. Issue started on 2026-03-24.,Software,Application Support,"Cleared temporary files, disabled unnecessary startup add-ins, and updated OneDrive to the latest version; performance improved significantly. User confirmed resolution. Time to resolve: 30 minutes."
INC1025682,Scanner won't connect to docking station,Angela at Toronto Office reported that their scanner (asset tag AST-95262) is not detected when connected to the docking station. Issue first observed on 2026-08-28. Requesting hardware support to resolve.,Hardware,Desktop Support,Updated docking station firmware and drivers for scanner (asset AST-95262); connection restored. Verified with Angela that the issue is resolved. Estimated resolution time: 2 hours.
INC1025683,Telephony: voicemail not working,"James at Berlin Office reported that their phone is unable to access voicemail, receiving an authentication error. Reported on 2026-01-13.",Telephony,Desktop Support,Reset voicemail PIN and reconfigured voicemail box settings; user confirmed access restored. Time to resolve: 30 minutes.
INC1025684,ServiceNow account locked out,Donald Walker account is locked out after multiple failed login attempts to ServiceNow. Request submitted on 2026-01-03 with approval workflow initiated.,Access Management,Service Desk,Verified user identity and unlocked the account for ServiceNow; advised user to reset password via self-service portal. Estimated resolution time: 1 hour.
INC1025685,Telephony: softphone login issue,Russell at Chicago Office reported that their phone cannot log into the softphone application on their laptop. Reported on 2025-08-30.,Telephony,Telecom Support,Reset softphone credentials and reinstalled the client application; login confirmed successful. Time to resolve: next business day.
INC1025686,Failed multi-factor authentication reported by user,Dwayne reported a failed multi-factor authentication via the security hotline. Reported/detected on 2026-06-04.,Security,Security Operations,"Analyzed the reported failed multi-factor authentication, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: 3 business days."
INC1025687,Keyboard won't connect to docking station,Michelle at Remote - Home Office reported that their keyboard (asset tag AST-58622) is not detected when connected to the docking station. Issue first observed on 2026-03-21. Requesting hardware support to resolve.,Hardware,Desktop Support,Updated docking station firmware and drivers for keyboard (asset AST-58622); connection restored. Verified with Michelle that the issue is resolved. Estimated resolution time: 4 hours.
INC1025688,Zoom won't save files,Anthony reported that Zoom on Windows 11 returns an error and fails to save documents to the shared drive. This is impacting their ability to complete daily tasks. Issue started on 2026-06-29.,Software,Application Support,Corrected file permissions on the shared drive and cleared local Zoom cache; file saving now works as expected. User confirmed resolution. Time to resolve: next business day.
INC1025689,Email issue: emails going to spam,Amber reported that they are reports that emails sent to a specific external client are landing in the client's spam folder. First noticed on 2024-09-16.,Email,Service Desk,Reviewed SPF/DKIM/DMARC records and corrected a misconfigured SPF record; deliverability confirmed improved. Confirmed with Amber that the issue is resolved. Time to resolve: 1 business day.
INC1025690,BillingDB performance degradation,Kevin Martin reports that queries against BillingDB are running significantly slower than usual. Reported on 2025-06-03. Impact assessed as affecting downstream reporting.,Database,Database Administration,Identified missing indexes on frequently queried tables in BillingDB and rebuilt them; query performance improved by over 60%. Time to resolve: 1 business day.
INC1025691,Telephony: call quality issues,Steven at New York HQ reported that their phone reports frequent call drops and static during calls. Reported on 2025-03-14.,Telephony,Telecom Support,Identified network congestion on the VoIP VLAN and applied QoS prioritization; call quality confirmed improved. Time to resolve: 4 hours.
INC1025692,BillingDB account locked out,Brian Hayes account is locked out after multiple failed login attempts to BillingDB. Request submitted on 2025-01-04 with approval workflow initiated.,Access Management,Service Desk,Verified user identity and unlocked the account for BillingDB; advised user to reset password via self-service portal. Estimated resolution time: 15 minutes.
INC1025693,FinanceDB access request to database,Charlotte Brown requires read access to FinanceDB for a reporting project. Reported on 2024-10-13. Impact assessed as affecting downstream reporting.,Database,Database Administration,Granted read-only access to FinanceDB following DBA and data owner approval. Time to resolve: 15 minutes.
INC1025694,VPN Client crashes on startup,Erin reported that VPN Client on macOS Ventura crashes immediately with error code 0x367B7A every time it is launched. This is impacting their ability to complete daily tasks. Issue started on 2026-05-03.,Software,Application Support,Cleared corrupted application cache and reinstalled VPN Client on macOS Ventura; application now launches without errors. User confirmed resolution. Time to resolve: 15 minutes.
